SiteId,Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521 - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
7090,30361533,2023-06-19T00:00:00,09:14:00,36,386,58,42,52,0,0,0,0,0,0,0,0,1,44,74,147,220,52,67,538
7090,30361533,2023-06-19T00:00:00,09:29:00,37,454,47,43,48,0,0,0,0,0,0,0,0,5,35,72,181,219,80,68,592
7090,30361533,2023-06-19T00:00:00,09:44:00,38,395,33,46,57,0,0,0,0,0,0,0,0,3,30,84,171,196,47,67,531
7090,30361533,2023-06-19T00:00:00,09:59:00,39,470,53,45,64,0,0,0,0,0,0,0,0,3,45,82,198,246,58,67,632
7090,30361533,2023-06-19T00:00:00,10:14:00,40,516,48,45,57,0,0,0,0,0,0,0,0,1,47,89,207,258,64,67,666
7090,30361533,2023-06-19T00:00:00,10:29:00,41,545,52,45,53,0,0,0,0,0,0,0,0,0,41,104,223,281,46,67,695
7090,30361533,2023-06-19T00:00:00,10:44:00,42,536,54,40,47,0,0,0,0,0,0,0,0,4,45,97,233,251,47,66,677
7090,30361533,2023-06-19T00:00:00,10:59:00,43,545,45,40,59,0,0,0,0,0,0,0,0,3,44,92,243,252,55,67,689
7090,30361533,2023-06-19T00:00:00,11:14:00,44,569,40,45,72,0,0,0,0,0,0,0,0,10,59,105,262,240,50,66,726
7090,30361533,2023-06-19T00:00:00,11:29:00,45,623,59,43,50,0,0,0,0,0,0,0,0,4,44,99,281,311,36,67,775
7090,30361533,2023-06-19T00:00:00,11:44:00,46,521,58,41,73,0,0,0,0,0,0,0,1,15,48,111,242,232,44,65,693
7090,30361533,2023-06-19T00:00:00,11:59:00,47,550,60,35,56,0,0,0,0,0,0,0,0,9,36,125,244,245,42,66,701
7090,30361533,2023-06-19T00:00:00,12:14:00,48,491,45,60,61,0,0,0,0,0,0,0,0,8,49,86,223,234,57,66,657
7090,30361533,2023-06-19T00:00:00,12:29:00,49,536,46,50,55,0,0,0,0,0,0,0,0,1,42,107,252,244,41,66,687
7090,30361533,2023-06-19T00:00:00,12:44:00,50,548,40,48,62,0,0,0,0,0,0,0,0,6,69,99,270,225,29,65,698
7090,30361533,2023-06-19T00:00:00,12:59:00,51,586,26,43,59,0,0,0,0,0,0,0,0,3,62,100,278,241,30,65,714
7090,30361533,2023-06-19T00:00:00,13:14:00,52,539,39,41,70,0,0,0,0,0,0,0,0,13,46,89,247,247,47,66,689
7090,30361533,2023-06-19T00:00:00,13:29:00,53,560,51,49,71,0,0,0,0,0,0,0,0,5,42,127,260,257,40,66,731
7090,30361533,2023-06-19T00:00:00,13:44:00,54,549,39,43,75,0,0,0,0,0,0,0,0,2,49,128,234,251,42,66,706
7090,30361533,2023-06-19T00:00:00,13:59:00,55,538,50,36,67,0,0,0,0,0,0,0,1,5,44,104,228,255,54,66,691
